,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skill_python,skill_excel,skill_sql,skill_soft,family_siblings,family_income_father,family_income_mother,device1_type1_laptop,device1_brand1_laptop,device1_year1_laptop,device2_type2_phone,device2_brand2_phone,device2_year2_phone,addr_city,addr_district,addr_postal
829,830,Kevin Hayes,20,Male,0,Null,South Amanda,tfisher@hotmail.com,2008-10-10 00:00:00,Data Science,0,Active,0.0,good,156,2004-10-26 05:03:41,UZ 100066 Tashkent South Kaylastad,"successful, show",1.0,2.0,2.0,"hit, together",2.0,1335.0,309.0,laptop,HP,2019.0,phone,Xiaomi,2020.0,Tashkent,South Kaylastad,100066
830,831,Null,20,Male,90,+998 61 613 78 47,West Christopherside,pday@hernandez.com,1992-09-16 00:00:00,Python,110,Pending,0.0,Null,92,1999-01-29 16:08:09,"88881 Craig Run Suite 270, Tonyfurt","experience, party",1.0,1.0,2.0,"size, laugh",2.0,517.0,535.0,laptop,HP,2021.0,phone,Xiaomi,2020.0,Tonyfurt,,88881
831,832,Carrie Gonzales,0,Female,0,Null,Brandonshire,conradmichael@gmail.com,1979-03-15 00:00:00,Python,117,Pending,3.7,Null,242,1984-11-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","race, big",4.0,5.0,4.0,"goal, skill",1.0,943.0,974.0,laptop,Dell,2019.0,phone,Samsung,2019.0,,,
832,833,Lauren Briggs,20,Unknown,92,Null,Lake Jessica,Null,2021-06-07 01:16:16,Null,0,Pending,0.0,excellent,88,1992-07-28 04:15:23,"408 Dawn Drives, Lake Richard","strategy, effect",2.0,5.0,1.0,"reduce, election",1.0,647.0,1099.0,laptop,Lenovo,2016.0,phone,Xiaomi,2020.0,Lake Richard,,
833,834,Megan Roberts,21,Male,65,+998 06 759 55 58,Bentonberg,bflores@dennis.biz,1989-09-04 00:00:00,Data Science,110,Inactive,4.5,average,200,1983-09-11 00:00:00,"Apartment 11, North John district, Tashkent, UZ, 100241","indicate, available",3.0,2.0,3.0,"choose, evidence",4.0,1417.0,483.0,laptop,Lenovo,2022.0,phone,Xiaomi,2024.0,Tashkent,North John district,100241
834,835,Tiffany Beard,20,Female,99,Null,Susanchester,lisalevine@yahoo.com,2021-01-30 00:45:40,Data Science,110,Active,4.5,average,111,2003-07-05 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
835,836,April Bryant,20,Male,90,+998 37 626 79 59,Joelhaven,Null,2023-01-03 09:13:19,Data Science,110,Pending,1.49,Null,137,1974-03-13 20:49:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
836,837,Terry James,18,Unknown,74,Null,Josephburgh,ali@gmail..com,1979-05-06 07:09:48,Data Science,112,Inactive,3.7,excellent,105,1970-12-11 13:04:36,"Jonesport 21-kv, dom 14, Tashkent",,,,,,,,,,,,,,,Tashkent,,
837,838,Null,0,Female,0,Null,West Matthew,ali@gmail..com,1971-08-23 10:16:03,Python,106,Inactive,15.5,Null,240,2025-07-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","prepare, together",5.0,2.0,1.0,"prove, PM",2.0,1153.0,761.0,laptop,HP,2021.0,phone,Apple,2021.0,,,
838,839,Willie Smith,18,Male,90,Null,Daleland,nbaker@yahoo.com,1986-03-20 20:31:04,Python,0,Active,4.5,good,213,1995-05-10 10:19:00,"03191 Brooke Expressway, Katiemouth","establish, mouth",,,,,,,,,,,,,,Katiemouth,,03191
839,840,Ronald Wade,20,Male,82,Null,New Kristine,daviscrystal@yahoo.com,2011-03-06 00:00:00,Data Science,0,Active,4.5,average,104,2012-07-06 00:00:00,"Apartment 47, Garciaborough district, Tashkent, UZ, 100793","country, they",,,,,,,,,,,,,,Tashkent,Garciaborough district,100793
840,841,Null,20,Female,64,+998 54 428 11 40,Frenchside,ali@gmail..com,2023-12-06 05:23:09,Data Science,100,Active,15.5,Null,109,2022-02-08 03:03:48,UZ 100459 Tashkent Andrewland,"ask, model",4.0,4.0,1.0,"amount, try",0.0,587.0,1190.0,laptop,Lenovo,2020.0,phone,Samsung,2022.0,Tashkent,Andrewland,100459
841,842,Jessica Schroeder,22,Female,76,Null,Blanchardhaven,morrisonchristopher@rodriguez.com,1975-02-22 00:00:00,Python,110,Active,15.5,good,181,1981-02-13 03:39:00,UZ 100194 Tashkent North Hannahberg,,,,,,,,,,,,,,,Tashkent,North Hannahberg,100194
842,843,Michael Bell,18,Unknown,80,+998 69 674 31 91,Port Toddbury,Null,1995-07-15 00:00:00,Data Science,110,Inactive,4.5,average,168,2020-10-15 07:08:52,"07099 Perez Forges, Joseborough","experience, dream",,,,,,,,,,,,,,Joseborough,,07099
843,844,Amanda Diaz,18,Female,73,+998 65 566 18 46,North Theresa,Null,2004-06-20 00:00:00,Null,110,Pending,4.5,Null,92,2013-05-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","on, stock",3.0,3.0,2.0,"seven, fire",3.0,610.0,461.0,laptop,Lenovo,2022.0,phone,Samsung,2018.0,,,
844,845,Michael Johnson,19,Unknown,82,Null,Randytown,nmason@hotmail.com,2019-10-24 00:00:00,Python,114,Pending,0.0,average,111,1979-05-09 00:00:00,UZ 100473 Tashkent Scottmouth,,,,,,,,,,,,,,,Tashkent,Scottmouth,100473
845,846,Null,19,Unknown,71,+998 54 247 56 77,Johnview,Null,2018-12-09 21:28:50,Data Science,0,Pending,4.5,Null,76,2008-03-14 00:00:00,UZ 100817 Tashkent North Kelly,"help, exist",2.0,4.0,4.0,"player, store",3.0,973.0,366.0,laptop,Dell,2015.0,phone,Xiaomi,2020.0,Tashkent,North Kelly,100817
846,847,Derrick Cain,20,Male,0,Null,East Angela,Null,1990-05-16 03:17:19,Data Science,0,Pending,0.0,excellent,290,1973-03-15 11:00:23,"East Brittanychester 22-kv, dom 28, Tashkent","million, democratic",3.0,3.0,2.0,"focus, such",3.0,529.0,1141.0,laptop,Dell,2022.0,phone,Xiaomi,2022.0,Tashkent,,
847,848,Null,20,Male,0,+998 88 381 12 05,Brooksport,ali@gmail..com,1982-06-08 00:00:00,Data Science,110,Inactive,3.7,excellent,243,2002-05-16 22:20:00,"BROKEN,ADDRESS,DATA,,,","consumer, expect",1.0,5.0,3.0,"suggest, artist",3.0,522.0,1255.0,laptop,Lenovo,2024.0,phone,Apple,2019.0,,,
848,849,Steven Powell,20,Unknown,71,+998 42 305 71 71,West Brittanybury,angelacompton@hotmail.com,2025-03-14 00:00:00,Data Science,0,Inactive,2.89,Null,188,2003-03-09 00:00:00,UZ 100398 Tashkent Jeremyland,"reality, similar",4.0,4.0,3.0,"able, blue",1.0,1298.0,1314.0,laptop,Dell,2024.0,phone,Xiaomi,2022.0,Tashkent,Jeremyland,100398
849,850,Null,20,Female,87,Null,Paulfort,chambersjames@yahoo.com,2002-07-08 00:00:00,Python,110,Pending,1.81,average,50,2022-02-08 23:39:52,"40380 Rodriguez Harbor, New Samantha","process, rather",3.0,4.0,3.0,"explain, might",4.0,1108.0,1251.0,laptop,Lenovo,2016.0,phone,Xiaomi,2021.0,New Samantha,,40380
850,851,Null,0,Female,0,Null,Aguilarfort,dclark@hotmail.com,1976-05-27 00:00:00,Python,113,Pending,3.7,excellent,110,1974-06-21 00:00:00,"Juanburgh 25-kv, dom 35, Tashkent",,,,,,,,,,,,,,,Tashkent,,
851,852,Catherine Powell,18,Unknown,90,+998 81 006 00 39,Powellmouth,garywilson@gmail.com,2016-01-31 14:22:00,Data Science,91,Inactive,15.5,average,158,2022-05-15 20:12:06,"Apartment 33, South Andrewport district, Tashkent, UZ, 100176","under, throughout",,,,,,,,,,,,,,Tashkent,South Andrewport district,100176
852,853,Justin Garcia,20,Female,0,+998 78 684 54 05,New Ryan,Null,1993-02-05 00:09:40,Data Science,110,Pending,4.5,excellent,96,1993-09-04 20:42:00,"Rodriguezmouth 29-kv, dom 31, Tashkent","man, mission",3.0,2.0,3.0,"coach, moment",2.0,766.0,1329.0,laptop,Lenovo,2023.0,phone,Samsung,2020.0,Tashkent,,
853,854,Null,0,Male,66,+998 50 162 24 90,South Kristintown,thomasamanda@hotmail.com,1971-03-10 08:36:23,Data Science,110,Pending,4.5,Null,188,2023-05-29 00:00:00,UZ 100538 Tashkent Lake Patricia,"during, difference",2.0,5.0,1.0,"ok, environmental",4.0,770.0,294.0,laptop,Dell,2024.0,phone,Apple,2022.0,Tashkent,Lake Patricia,100538
854,855,Judith Williams,20,Female,90,+998 13 845 87 95,Port Ericville,Null,2021-01-08 04:06:24,Null,0,Pending,3.7,excellent,227,1981-11-13 00:00:00,"Apartment 22, Wheelerville district, Tashkent, UZ, 100676","region, must",1.0,5.0,3.0,"leg, think",2.0,1437.0,1390.0,laptop,Lenovo,2019.0,phone,Apple,2020.0,Tashkent,Wheelerville district,100676
855,856,Andrea Luna,20,Male,90,+998 06 090 42 85,Brentside,Null,2003-06-15 00:00:00,Python,0,Inactive,0.0,excellent,164,1972-04-12 06:59:13,"BROKEN,ADDRESS,DATA,,,","station, son",1.0,5.0,1.0,"I, bed",3.0,1431.0,1217.0,laptop,Dell,2021.0,phone,Samsung,2021.0,,,
856,857,Julia Higgins,18,Unknown,54,+998 76 434 21 62,East Jennamouth,ali@gmail..com,1992-02-15 18:54:25,Data Science,108,Active,3.7,good,210,1997-01-21 00:00:00,UZ 100673 Tashkent Brendahaven,"create, kitchen",2.0,2.0,4.0,"week, kitchen",3.0,469.0,1117.0,laptop,Dell,2020.0,phone,Xiaomi,2020.0,Tashkent,Brendahaven,100673
857,858,Hailey Porter,18,Male,90,+998 43 526 98 77,Jacobfort,chenanthony@yahoo.com,2020-03-28 06:06:51,Python,69,Inactive,15.5,average,134,1998-01-14 00:00:00,"Apartment 16, Heatherport district, Tashkent, UZ, 100632",,,,,,,,,,,,,,,Tashkent,Heatherport district,100632
858,859,Kevin King,20,Female,88,+998 25 531 88 35,Garytown,meganobrien@brown-bartlett.org,2014-04-13 00:00:00,Python,90,Pending,0.0,good,139,2006-03-20 00:00:00,"Barnettshire 20-kv, dom 48, Tashkent","build, task",1.0,2.0,5.0,"expert, race",4.0,1404.0,1152.0,laptop,Lenovo,2018.0,phone,Xiaomi,2023.0,Tashkent,,
859,860,Null,21,Female,50,Null,Port Rhonda,kendra65@yahoo.com,2015-02-07 00:00:00,Data Science,110,Active,0.0,average,180,1993-04-22 07:05:04,"76896 Walker Crossroad Suite 276, Port Frederickbury",,,,,,,,,,,,,,,Port Frederickbury,,76896
860,861,Null,19,Unknown,0,+998 84 815 90 87,New Briannaside,Null,2023-06-05 19:35:00,Data Science,76,Inactive,0.0,good,87,1975-06-21 00:00:00,"BROKEN,ADDRESS,DATA,,,","letter, race",,,,,,,,,,,,,,,,
861,862,Null,18,Male,76,Null,Kellyport,melissa44@nelson.com,2024-10-29 00:00:00,Null,0,Active,0.0,Null,106,2022-09-23 14:39:58,"Keithville 16-kv, dom 47, Tashkent","season, much",1.0,4.0,2.0,"spend, all",3.0,1281.0,1226.0,laptop,Lenovo,2021.0,phone,Xiaomi,2024.0,Tashkent,,
862,863,Null,21,Male,84,Null,Port Thomas,ali@gmail..com,1998-05-31 03:39:00,Null,0,Inactive,0.0,Null,87,2020-11-11 12:46:00,"Benderburgh 26-kv, dom 23, Tashkent","rate, start",1.0,2.0,3.0,"edge, role",5.0,700.0,768.0,laptop,Lenovo,2020.0,phone,Xiaomi,2021.0,Tashkent,,
863,864,Null,20,Female,90,Null,East Kendraborough,edward98@yahoo.com,1989-10-02 06:49:00,Python,100,Active,3.7,good,143,1971-04-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","believe, religious",5.0,3.0,3.0,"treat, civil",3.0,828.0,775.0,laptop,Dell,2017.0,phone,Xiaomi,2022.0,,,
864,865,Kayla Arroyo,20,Female,0,+998 41 329 39 89,Hicksfurt,Null,1995-09-23 00:00:00,Python,110,Inactive,3.64,excellent,157,2007-12-27 00:00:00,"BROKEN,ADDRESS,DATA,,,","million, difference",1.0,1.0,2.0,"front, fight",5.0,1080.0,1422.0,laptop,Lenovo,2019.0,phone,Samsung,2019.0,,,
865,866,Null,21,Unknown,0,Null,South Brandon,kingkyle@smith-king.net,1995-06-05 00:00:00,Data Science,74,Inactive,0.0,Null,186,1981-10-11 00:00:00,"BROKEN,ADDRESS,DATA,,,","fall, garden",5.0,2.0,3.0,"main, money",0.0,1401.0,869.0,laptop,HP,2016.0,phone,Apple,2022.0,,,
866,867,Jessica Wilkinson,22,Female,90,+998 07 785 10 92,Clarkborough,sdixon@gmail.com,2025-11-08 00:00:00,Data Science,0,Pending,4.5,average,59,2012-09-29 05:08:40,"North Bobby 7-kv, dom 41, Tashkent","agent, provide",4.0,3.0,1.0,"phone, write",2.0,879.0,705.0,laptop,HP,2015.0,phone,Apple,2024.0,Tashkent,,
867,868,Null,20,Female,0,Null,Meganstad,edwardsalejandro@phillips.org,2022-10-23 00:00:00,Data Science,103,Inactive,15.5,excellent,227,2001-01-26 00:00:00,"24542 Kirby Parks, Wilsontown",,,,,,,,,,,,,,,Wilsontown,,24542
868,869,Kelly Santos,19,Male,73,Null,West Raymondville,christine60@yahoo.com,2009-12-10 00:00:00,Null,110,Inactive,0.0,excellent,127,1986-10-02 11:14:00,"BROKEN,ADDRESS,DATA,,,","practice, week",1.0,2.0,2.0,"to, dog",0.0,200.0,419.0,laptop,Dell,2020.0,phone,Apple,2021.0,,,
869,870,Null,19,Female,87,+998 55 814 61 66,South Christopherview,jacksonphilip@jones.info,2010-09-19 00:00:00,Python,0,Active,4.5,Null,154,1988-05-13 19:21:00,"Lake Kimberlyside 7-kv, dom 18, Tashkent","certainly, fear",,,,,,,,,,,,,,Tashkent,,
870,871,Sarah Juarez,19,Female,0,Null,Anneshire,robersonrhonda@petersen.com,2023-04-18 06:32:20,Python,0,Inactive,4.5,excellent,66,2005-05-29 14:10:00,"8578 Carr Plains, West Erik",,,,,,,,,,,,,,,West Erik,,
871,872,Stephanie Anderson,21,Female,90,+998 11 251 60 10,Reedland,Null,2006-03-22 00:00:00,Python,0,Pending,3.7,good,184,2023-12-11 03:02:51,UZ 100769 Tashkent East Jonathan,,,,,,,,,,,,,,,Tashkent,East Jonathan,100769
872,873,Null,20,Unknown,0,+998 54 403 45 72,New Kathleentown,Null,2010-06-30 00:00:00,Data Science,0,Inactive,0.0,excellent,270,2022-06-13 00:00:00,"Apartment 38, Santosside district, Tashkent, UZ, 100536","sound, sell",1.0,5.0,2.0,"team, however",0.0,637.0,1423.0,laptop,Lenovo,2022.0,phone,Samsung,2020.0,Tashkent,Santosside district,100536
873,874,Justin Smith,0,Unknown,90,Null,East Anita,kevin23@hotmail.com,2023-04-04 04:18:29,Data Science,110,Active,0.0,excellent,140,2013-12-02 23:13:25,UZ 100318 Tashkent Mcculloughview,"movie, guy",4.0,4.0,1.0,"friend, gas",1.0,613.0,385.0,laptop,HP,2023.0,phone,Apple,2019.0,Tashkent,Mcculloughview,100318
874,875,Karen Hall,18,Female,0,+998 21 718 81 71,Lake David,davidadams@yahoo.com,1982-10-31 00:00:00,Python,119,Active,0.0,average,226,2021-06-07 15:09:06,"74391 Alexandra Knoll, South Taylorland","economy, financial",1.0,2.0,4.0,"fast, major",1.0,602.0,585.0,laptop,Dell,2018.0,phone,Samsung,2018.0,South Taylorland,,74391
875,876,Null,20,Male,90,+998 02 871 14 74,Jessicamouth,hopkinsjulie@gmail.com,2015-05-24 00:00:00,Null,0,Pending,15.5,excellent,139,2002-01-25 00:00:00,"East Brucemouth 3-kv, dom 17, Tashkent","offer, young",,,,,,,,,,,,,,Tashkent,,
876,877,Haley Fowler,20,Female,90,+998 26 225 98 54,Charleschester,alexkent@travis.com,2021-02-19 12:36:23,Python,110,Active,2.52,Null,195,1973-05-24 00:00:00,"Rodriguezshire 21-kv, dom 15, Tashkent","focus, economic",2.0,1.0,2.0,"including, girl",0.0,1335.0,616.0,laptop,Lenovo,2022.0,phone,Apple,2021.0,Tashkent,,
877,878,Andrea Young,0,Female,62,+998 63 365 02 13,East Alexander,Null,2022-12-28 11:14:05,Data Science,110,Active,0.0,good,219,1991-04-27 00:00:00,"05295 Kendra Plain, South Christinaview","believe, Mr",,,,,,,,,,,,,,South Christinaview,,05295
878,879,Yesenia Nguyen,19,Female,77,+998 19 364 89 53,Tylermouth,williamscarolyn@gmail.com,2011-08-22 00:00:00,Python,110,Active,4.5,average,57,2005-04-02 13:45:11,"West Keith 1-kv, dom 11, Tashkent","reach, direction",3.0,3.0,2.0,"among, fear",4.0,547.0,1382.0,laptop,Dell,2017.0,phone,Xiaomi,2023.0,Tashkent,,
879,880,Null,19,Female,74,+998 47 812 92 59,Henryburgh,chernandez@yahoo.com,1984-03-30 07:37:28,Data Science,110,Active,0.0,Null,268,1995-09-22 00:00:00,"BROKEN,ADDRESS,DATA,,,","cup, these",,,,,,,,,,,,,,,,
880,881,Jasmine Wilcox,21,Unknown,0,+998 86 119 57 51,Claytonchester,kelsey14@yahoo.com,1970-02-05 00:00:00,Data Science,94,Active,3.7,Null,250,2012-05-28 22:15:05,UZ 100315 Tashkent Leahchester,"wonder, camera",3.0,2.0,4.0,"will, success",2.0,1159.0,697.0,laptop,Lenovo,2021.0,phone,Xiaomi,2019.0,Tashkent,Leahchester,100315
881,882,Eric Gonzales,21,Male,84,+998 82 172 81 65,South Donaldtown,Null,2005-10-30 07:28:00,Python,86,Inactive,4.5,good,152,1982-10-08 00:00:00,"Apartment 36, Johnsonbury district, Tashkent, UZ, 100549","interesting, fish",,,,,,,,,,,,,,Tashkent,Johnsonbury district,100549
882,883,Curtis Cox,20,Female,92,+998 36 463 51 72,Johnbury,shawna25@hotmail.com,1993-10-25 00:00:00,Python,0,Active,3.7,excellent,91,1999-03-24 00:00:00,UZ 100062 Tashkent Robertsonview,"establish, assume",3.0,1.0,1.0,"family, religious",4.0,251.0,353.0,laptop,Lenovo,2022.0,phone,Xiaomi,2021.0,Tashkent,Robertsonview,100062
883,884,Null,22,Unknown,72,Null,Hernandezville,kristincarter@willis.com,1994-07-23 11:13:29,Python,114,Inactive,15.5,excellent,249,2012-06-07 00:00:00,UZ 100602 Tashkent Port Alexanderborough,"moment, return",3.0,4.0,2.0,"base, with",4.0,1165.0,653.0,laptop,HP,2022.0,phone,Apple,2018.0,Tashkent,Port Alexanderborough,100602
884,885,Mark Mccall,19,Unknown,90,Null,Millerhaven,qvincent@gmail.com,2008-03-27 08:42:00,Data Science,0,Active,0.0,excellent,83,2006-07-01 09:24:00,"8483 Kenneth Harbor, West Miguelton","something, not",3.0,4.0,4.0,"bring, customer",0.0,1484.0,846.0,laptop,HP,2021.0,phone,Apple,2024.0,West Miguelton,,
885,886,Thomas Nelson,20,Male,90,+998 27 354 96 58,East Michael,Null,1972-09-27 00:00:00,Data Science,0,Pending,3.7,good,88,1970-08-27 00:00:00,"Apartment 25, East Justin district, Tashkent, UZ, 100910","message, head",3.0,2.0,4.0,"forward, capital",3.0,1428.0,1036.0,laptop,Dell,2019.0,phone,Apple,2024.0,Tashkent,East Justin district,100910
886,887,Danielle Baker,21,Unknown,97,+998 46 021 31 40,Port Joshuabury,campbellcharles@hogan-gilmore.com,2011-03-18 20:14:00,Python,0,Pending,4.5,Null,247,1978-02-14 00:00:00,"4332 Tanner Village Suite 017, East Michaelside",,,,,,,,,,,,,,,East Michaelside,,
887,888,John Barrera,20,Female,74,+998 79 487 24 04,Teresaville,Null,2017-10-24 17:10:37,Python,110,Inactive,0.0,good,106,2002-01-23 13:10:09,"699 David Valleys Apt. 047, Salasberg","effort, write",,,,,,,,,,,,,,Salasberg,,
888,889,Christina Harris,18,Female,63,Null,North Thomasmouth,ali@gmail..com,1974-05-27 00:00:00,Data Science,110,Inactive,4.5,good,202,1970-10-10 00:00:00,"Apartment 30, Jonathanshire district, Tashkent, UZ, 100993","relationship, reveal",,,,,,,,,,,,,,Tashkent,Jonathanshire district,100993
889,890,Null,22,Unknown,82,Null,Lake Carrie,ali@gmail..com,1977-12-18 01:56:00,Python,110,Active,15.5,good,82,1970-06-24 12:21:00,UZ 100591 Tashkent Lopezland,"team, force",1.0,4.0,3.0,"particular, avoid",1.0,951.0,1067.0,laptop,HP,2021.0,phone,Samsung,2018.0,Tashkent,Lopezland,100591
890,891,Robin Potts,18,Female,63,+998 00 444 00 93,North Mistymouth,Null,2019-06-27 15:35:00,Null,110,Active,4.5,excellent,228,2022-01-26 10:14:43,"Apartment 42, North Brittany district, Tashkent, UZ, 100625","skill, less",3.0,4.0,5.0,"friend, court",5.0,1344.0,730.0,laptop,Dell,2023.0,phone,Apple,2020.0,Tashkent,North Brittany district,100625
891,892,David Sanders,18,Female,65,+998 96 554 64 73,Shawnbury,Null,2022-03-05 01:14:52,Data Science,103,Active,4.39,Null,76,1983-09-28 16:25:06,"Robinsonland 17-kv, dom 50, Tashkent",,,,,,,,,,,,,,,Tashkent,,
892,893,William Kennedy,20,Female,72,+998 99 013 68 58,Hollymouth,qmurphy@case-pham.com,2007-01-08 00:00:00,Data Science,110,Active,3.7,excellent,77,2008-03-04 00:00:00,"Apartment 28, Erinport district, Tashkent, UZ, 100647","large, amount",,,,,,,,,,,,,,Tashkent,Erinport district,100647
893,894,Mrs. Kristy Payne,20,Unknown,61,+998 38 963 87 93,New Caseyside,adamskyle@hotmail.com,2011-04-07 15:53:00,Null,110,Active,4.5,average,87,2011-11-21 00:00:00,"Apartment 26, Penaborough district, Tashkent, UZ, 100472","wife, his",3.0,3.0,2.0,"out, player",3.0,658.0,918.0,laptop,HP,2018.0,phone,Xiaomi,2023.0,Tashkent,Penaborough district,100472
894,895,Brandon Miles,18,Female,88,Null,North Laurastad,amanda90@gmail.com,2023-11-19 00:00:00,Data Science,83,Active,0.0,Null,264,1999-06-21 18:00:39,"78495 Brittany Trail, East Kendraview","simply, course",,,,,,,,,,,,,,East Kendraview,,78495
895,896,Melissa Cortez,21,Female,68,+998 21 794 91 50,Port Melissaburgh,joe35@lopez-anderson.com,1988-03-31 00:00:00,Python,103,Inactive,0.0,average,206,1990-06-17 00:00:00,"BROKEN,ADDRESS,DATA,,,","film, again",5.0,3.0,1.0,"back, pick",5.0,1202.0,568.0,laptop,HP,2017.0,phone,Apple,2018.0,,,
896,897,Null,20,Female,90,+998 41 158 86 46,East Davidhaven,ali@gmail..com,1986-09-12 00:00:00,Python,110,Pending,0.0,Null,107,2021-10-24 03:17:49,UZ 100152 Tashkent East Angie,"someone, generation",1.0,3.0,5.0,"game, lead",3.0,693.0,1475.0,laptop,Dell,2015.0,phone,Samsung,2023.0,Tashkent,East Angie,100152
897,898,Alejandro Pierce,20,Male,63,+998 60 798 42 78,North Jennifer,kathleen51@fowler.info,1975-12-06 00:00:00,Python,0,Active,15.5,excellent,247,1994-09-23 00:00:00,"Apartment 3, West Madisonberg district, Tashkent, UZ, 100586",,,,,,,,,,,,,,,Tashkent,West Madisonberg district,100586
898,899,Null,0,Female,0,+998 05 662 88 75,Williamsmouth,Null,2021-08-02 16:43:06,Data Science,110,Pending,0.0,good,225,2021-11-26 20:33:31,"Apartment 35, Velasquezfurt district, Tashkent, UZ, 100998","kitchen, these",,,,,,,,,,,,,,Tashkent,Velasquezfurt district,100998
899,900,Michael Guerra,18,Female,90,+998 33 792 07 50,New Ryanfort,ali@gmail..com,1990-09-27 11:36:38,Python,118,Inactive,3.7,average,167,2003-05-09 19:54:57,"Murphyberg 11-kv, dom 30, Tashkent",,,,,,,,,,,,,,,Tashkent,,
900,901,Megan Nelson,20,Female,60,+998 43 417 84 25,Port Jacquelineshire,Null,2017-03-31 20:25:34,Null,110,Inactive,3.7,good,174,2000-09-03 00:00:00,"Apartment 19, Jenniferport district, Tashkent, UZ, 100946","customer, security",3.0,2.0,3.0,"stage, go",5.0,601.0,409.0,laptop,HP,2022.0,phone,Samsung,2023.0,Tashkent,Jenniferport district,100946
901,902,Paul Cummings,20,Unknown,90,+998 58 574 14 74,New Michael,Null,2023-05-11 00:09:06,Data Science,0,Inactive,0.0,average,204,2017-01-03 01:59:00,"Apartment 44, Davisfort district, Tashkent, UZ, 100800","scene, friend",1.0,1.0,1.0,"land, moment",0.0,1014.0,616.0,laptop,Lenovo,2022.0,phone,Xiaomi,2023.0,Tashkent,Davisfort district,100800
902,903,Jennifer Lucas,22,Male,90,+998 89 987 75 08,East Ronaldview,Null,2014-01-18 00:00:00,Python,114,Active,2.57,Null,200,2021-05-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","including, address",,,,,,,,,,,,,,,,
903,904,Kevin Aguirre,21,Female,90,+998 59 668 83 87,Port Donald,zking@ramirez-rodriguez.biz,1970-05-18 13:55:42,Data Science,110,Pending,3.7,Null,258,1993-10-03 14:58:46,UZ 100855 Tashkent Valentineview,"thus, leader",5.0,4.0,3.0,"save, debate",1.0,840.0,649.0,laptop,Lenovo,2017.0,phone,Samsung,2022.0,Tashkent,Valentineview,100855
904,905,Michael Garcia,20,Male,61,Null,Sallyland,april16@hernandez.com,2020-07-22 00:00:00,Python,0,Inactive,15.5,good,188,2001-10-03 00:00:00,"BROKEN,ADDRESS,DATA,,,","keep, speak",5.0,1.0,4.0,"per, short",2.0,361.0,1225.0,laptop,HP,2015.0,phone,Samsung,2021.0,,,
905,906,Vicki Cardenas,20,Female,0,Null,Daisyton,jason39@yahoo.com,2012-01-05 00:00:00,Python,0,Inactive,15.5,average,98,2021-06-04 03:38:52,"BROKEN,ADDRESS,DATA,,,","task, hand",4.0,1.0,3.0,"tell, PM",4.0,1442.0,906.0,laptop,Dell,2022.0,phone,Apple,2023.0,,,
906,907,Null,20,Female,77,Null,North Peter,barbaradaniels@vasquez-jackson.info,1984-08-14 00:00:00,Null,0,Inactive,15.5,good,293,2018-05-19 00:00:00,UZ 100507 Tashkent Craneville,"deep, together",,,,,,,,,,,,,,Tashkent,Craneville,100507
907,908,Null,18,Unknown,90,+998 66 917 05 94,New Denise,Null,2005-03-11 00:00:00,Python,93,Active,3.7,excellent,296,1983-08-28 00:00:00,"Apartment 39, New Shirleyside district, Tashkent, UZ, 100073","memory, human",,,,,,,,,,,,,,Tashkent,New Shirleyside district,100073
908,909,Null,20,Male,90,+998 32 921 24 30,East Terriberg,Null,1998-04-06 00:00:00,Python,110,Inactive,0.0,excellent,195,1981-02-14 03:44:00,"East Brianshire 9-kv, dom 29, Tashkent","development, reach",1.0,2.0,5.0,"truth, mention",1.0,735.0,721.0,laptop,HP,2019.0,phone,Apple,2020.0,Tashkent,,
909,910,Christopher Reed,18,Female,0,+998 66 064 03 31,East Michael,Null,1991-11-11 00:00:00,Null,110,Inactive,0.0,excellent,284,2010-04-06 23:07:00,"Apartment 2, Schaeferfurt district, Tashkent, UZ, 100131","sign, traditional",1.0,1.0,2.0,"cold, concern",4.0,1251.0,692.0,laptop,Lenovo,2017.0,phone,Apple,2022.0,Tashkent,Schaeferfurt district,100131
910,911,Rebecca Wise,21,Male,90,+998 40 612 22 37,Fosterchester,austinevans@levy.com,1987-08-03 00:00:00,Null,110,Pending,0.0,average,279,2013-10-31 05:19:00,UZ 100309 Tashkent Andrewsshire,"talk, network",2.0,4.0,3.0,"sea, according",4.0,1125.0,1023.0,laptop,Lenovo,2022.0,phone,Apple,2021.0,Tashkent,Andrewsshire,100309
911,912,Null,20,Unknown,90,Null,Cabreraberg,michael93@schmidt.com,1987-09-24 00:00:00,Python,83,Active,0.0,excellent,255,1985-08-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","right, tell",4.0,4.0,3.0,"hold, media",2.0,1219.0,1321.0,laptop,Dell,2024.0,phone,Apple,2022.0,,,
